clip_id,sura,aya,nickname,uthmani,expected_phonemes,error_code,error_category,target,instruction,has_error
108_001_t06,108,1,al-Kawthar 1,إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ,ءِننننَااااءَعطَينَااكَلكَوثَر,SUB_AYN_HAMZA,substitution,ع in أَعْطَيْنَٰكَ,Read ع as a plain hamza ء (the classic Slavic/Turkic collapse). TARGET: ع in أَعْطَيْنَٰكَ. Everything else must be CORRECT.,1
108_001_t07,108,1,al-Kawthar 1,إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ,ءِننننَااااءَعطَينَااكَلكَوثَر,SUB_AYN_HAMZA,substitution,ع in أَعْطَيْنَٰكَ,Read ع as a plain hamza ء (the classic Slavic/Turkic collapse). TARGET: ع in أَعْطَيْنَٰكَ. Everything else must be CORRECT.,1
108_001_t08,108,1,al-Kawthar 1,إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ,ءِننننَااااءَعطَينَااكَلكَوثَر,SUB_TA_PLAIN,substitution,ط in أَعْطَيْنَٰكَ,Read ط as plain ت (Russian т). TARGET: ط in أَعْطَيْنَٰكَ. Everything else must be CORRECT.,1
108_001_t09,108,1,al-Kawthar 1,إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ,ءِننننَااااءَعطَينَااكَلكَوثَر,SUB_TA_PLAIN,substitution,ط in أَعْطَيْنَٰكَ,Read ط as plain ت (Russian т). TARGET: ط in أَعْطَيْنَٰكَ. Everything else must be CORRECT.,1
108_001_t10,108,1,al-Kawthar 1,إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ,ءِننننَااااءَعطَينَااكَلكَوثَر,GHONNA_DROP,sifa,the doubled نّ in إِنَّا,"Doubled nun/mim with NO nasal hum - clip it short, no ghunnah. TARGET: the doubled نّ in إِنَّا. Everything else must be CORRECT.",1
108_001_t11,108,1,al-Kawthar 1,إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ,ءِننننَااااءَعطَينَااكَلكَوثَر,GHONNA_DROP,sifa,the doubled نّ in إِنَّا,"Doubled nun/mim with NO nasal hum - clip it short, no ghunnah. TARGET: the doubled نّ in إِنَّا. Everything else must be CORRECT.",1
108_001_t12,108,1,al-Kawthar 1,إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ,ءِننننَااااءَعطَينَااكَلكَوثَر,MADD_SHORT,duration,the madd bridging إِنَّآ -> أَعْطَيْنَٰكَ,Hold the madd only 2 counts instead of 4. TARGET: the madd bridging إِنَّآ -> أَعْطَيْنَٰكَ. Everything else must be CORRECT.,1
108_001_t13,108,1,al-Kawthar 1,إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ,ءِننننَااااءَعطَينَااكَلكَوثَر,MADD_SHORT,duration,the madd bridging إِنَّآ -> أَعْطَيْنَٰكَ,Hold the madd only 2 counts instead of 4. TARGET: the madd bridging إِنَّآ -> أَعْطَيْنَٰكَ. Everything else must be CORRECT.,1
108_001_t14,108,1,al-Kawthar 1,إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ,ءِننننَااااءَعطَينَااكَلكَوثَر,TAFKHIM_LOSS,sifa,ط in أَعْطَيْنَٰكَ (keep ط but read it light),Keep the correct letter but read it light (muraqqaq) - no tongue raising. TARGET: ط in أَعْطَيْنَٰكَ (keep ط but read it light). Everything else must be CORRECT.,1
108_001_t15,108,1,al-Kawthar 1,إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ,ءِننننَااااءَعطَينَااكَلكَوثَر,SUB_THA_SEEN,substitution,ث in ٱلْكَوْثَرَ,Read ث as س (Russian с). TARGET: ث in ٱلْكَوْثَرَ. Everything else must be CORRECT.,1
109_001_t01,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 1 of 5).,0
109_001_t02,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 2 of 5).,0
109_001_t03,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 3 of 5).,0
109_001_t04,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 4 of 5).,0
109_001_t05,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 5 of 5).,0
109_001_t06,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,MADD_SHORT,duration,the long madd in يَٰٓأَيُّهَا - give it 2 counts,Hold the madd only 2 counts instead of 4. TARGET: the long madd in يَٰٓأَيُّهَا - give it 2 counts. Everything else must be CORRECT.,1
109_001_t07,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,MADD_SHORT,duration,the long madd in يَٰٓأَيُّهَا - give it 2 counts,Hold the madd only 2 counts instead of 4. TARGET: the long madd in يَٰٓأَيُّهَا - give it 2 counts. Everything else must be CORRECT.,1
109_001_t08,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,MADD_SHORT,duration,the long madd in يَٰٓأَيُّهَا - give it 2 counts,Hold the madd only 2 counts instead of 4. TARGET: the long madd in يَٰٓأَيُّهَا - give it 2 counts. Everything else must be CORRECT.,1
109_001_t09,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,MADD_SHORT,duration,the long madd in يَٰٓأَيُّهَا - give it 2 counts,Hold the madd only 2 counts instead of 4. TARGET: the long madd in يَٰٓأَيُّهَا - give it 2 counts. Everything else must be CORRECT.,1
109_001_t10,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,MADD_LONG,duration,over-stretch يَٰٓأَيُّهَا to ~6 counts,Over-stretch the madd to ~6 counts instead of 4. TARGET: over-stretch يَٰٓأَيُّهَا to ~6 counts. Everything else must be CORRECT.,1
109_001_t11,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,MADD_LONG,duration,over-stretch يَٰٓأَيُّهَا to ~6 counts,Over-stretch the madd to ~6 counts instead of 4. TARGET: over-stretch يَٰٓأَيُّهَا to ~6 counts. Everything else must be CORRECT.,1
109_001_t12,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,MADD_SHORT,duration,the final وو of ٱلْكَٰفِرُونْ (stopping),Hold the madd only 2 counts instead of 4. TARGET: the final وو of ٱلْكَٰفِرُونْ (stopping). Everything else must be CORRECT.,1
109_001_t13,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,MADD_SHORT,duration,the final وو of ٱلْكَٰفِرُونْ (stopping),Hold the madd only 2 counts instead of 4. TARGET: the final وو of ٱلْكَٰفِرُونْ (stopping). Everything else must be CORRECT.,1
109_001_t14,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,SUB_QAF_KAF,substitution,ق of قُلْ,Read ق as ك (Russian к). TARGET: ق of قُلْ. Everything else must be CORRECT.,1
109_001_t15,109,1,al-Kafirun 1,قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ,قُليَااااءَييُهَلكَاافِرُۥۥۥۥن,SUB_QAF_KAF,substitution,ق of قُلْ,Read ق as ك (Russian к). TARGET: ق of قُلْ. Everything else must be CORRECT.,1
110_001_t01,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 1 of 5).,0
110_001_t02,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 2 of 5).,0
110_001_t03,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 3 of 5).,0
110_001_t04,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 4 of 5).,0
110_001_t05,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 5 of 5).,0
110_001_t06,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,MADD_SHORT,duration,the obligatory madd in جَآءَ - give it 2 counts,Hold the madd only 2 counts instead of 4. TARGET: the obligatory madd in جَآءَ - give it 2 counts. Everything else must be CORRECT.,1
110_001_t07,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,MADD_SHORT,duration,the obligatory madd in جَآءَ - give it 2 counts,Hold the madd only 2 counts instead of 4. TARGET: the obligatory madd in جَآءَ - give it 2 counts. Everything else must be CORRECT.,1
110_001_t08,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,MADD_SHORT,duration,the obligatory madd in جَآءَ - give it 2 counts,Hold the madd only 2 counts instead of 4. TARGET: the obligatory madd in جَآءَ - give it 2 counts. Everything else must be CORRECT.,1
110_001_t09,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,SUB_SAD_SEEN,substitution,ص in نَصْرُ,Read ص as plain س (Russian с) - lose the emphasis entirely. TARGET: ص in نَصْرُ. Everything else must be CORRECT.,1
110_001_t10,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,SUB_SAD_SEEN,substitution,ص in نَصْرُ,Read ص as plain س (Russian с) - lose the emphasis entirely. TARGET: ص in نَصْرُ. Everything else must be CORRECT.,1
110_001_t11,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,TAFKHIM_LOSS,sifa,ص in نَصْرُ,Keep the correct letter but read it light (muraqqaq) - no tongue raising. TARGET: ص in نَصْرُ. Everything else must be CORRECT.,1
110_001_t12,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,TAFKHIM_LOSS,sifa,ص in نَصْرُ,Keep the correct letter but read it light (muraqqaq) - no tongue raising. TARGET: ص in نَصْرُ. Everything else must be CORRECT.,1
110_001_t13,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,SUB_HA_KHA,substitution,ح in وَٱلْفَتْحُ,Read ح as خ / Russian х. TARGET: ح in وَٱلْفَتْحُ. Everything else must be CORRECT.,1
110_001_t14,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,SUB_HA_KHA,substitution,ح in وَٱلْفَتْحُ,Read ح as خ / Russian х. TARGET: ح in وَٱلْفَتْحُ. Everything else must be CORRECT.,1
110_001_t15,110,1,an-Nasr 1,إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ,ءِذَااجَااااءَنَصرُللَااهِوَلفَتح,SUB_DHAL_ZAY,substitution,ذ in إِذَا,Read ذ as ز (Russian з). TARGET: ذ in إِذَا. Everything else must be CORRECT.,1
001_006_t01,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 1 of 5).,0
001_006_t02,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 2 of 5).,0
001_006_t03,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 3 of 5).,0
001_006_t04,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 4 of 5).,0
001_006_t05,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,OK,none,-,Recite CORRECTLY. Vary your volume/pace slightly from your other correct takes (take 5 of 5).,0
001_006_t06,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,SUB_SAD_SEEN,substitution,ص in ٱلصِّرَٰطَ,Read ص as plain س (Russian с) - lose the emphasis entirely. TARGET: ص in ٱلصِّرَٰطَ. Everything else must be CORRECT.,1
001_006_t07,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,SUB_SAD_SEEN,substitution,ص in ٱلصِّرَٰطَ,Read ص as plain س (Russian с) - lose the emphasis entirely. TARGET: ص in ٱلصِّرَٰطَ. Everything else must be CORRECT.,1
001_006_t08,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,SUB_TA_PLAIN,substitution,ط in ٱلصِّرَٰطَ,Read ط as plain ت (Russian т). TARGET: ط in ٱلصِّرَٰطَ. Everything else must be CORRECT.,1
001_006_t09,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,SUB_TA_PLAIN,substitution,ط in ٱلصِّرَٰطَ,Read ط as plain ت (Russian т). TARGET: ط in ٱلصِّرَٰطَ. Everything else must be CORRECT.,1
001_006_t10,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,TAFKHIM_LOSS,sifa,ص in ٱلصِّرَٰطَ,Keep the correct letter but read it light (muraqqaq) - no tongue raising. TARGET: ص in ٱلصِّرَٰطَ. Everything else must be CORRECT.,1
001_006_t11,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,TAFKHIM_LOSS,sifa,ص in ٱلصِّرَٰطَ,Keep the correct letter but read it light (muraqqaq) - no tongue raising. TARGET: ص in ٱلصِّرَٰطَ. Everything else must be CORRECT.,1
001_006_t12,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,SUB_QAF_KAF,substitution,ق in ٱلْمُسْتَقِيمَ,Read ق as ك (Russian к). TARGET: ق in ٱلْمُسْتَقِيمَ. Everything else must be CORRECT.,1
001_006_t13,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,SUB_QAF_KAF,substitution,ق in ٱلْمُسْتَقِيمَ,Read ق as ك (Russian к). TARGET: ق in ٱلْمُسْتَقِيمَ. Everything else must be CORRECT.,1
001_006_t14,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,MADD_SHORT,duration,the يي madd in ٱلْمُسْتَقِيمْ (stopping),Hold the madd only 2 counts instead of 4. TARGET: the يي madd in ٱلْمُسْتَقِيمْ (stopping). Everything else must be CORRECT.,1
001_006_t15,1,6,al-Fatiha 6,ٱهْدِنَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,ءِهدِنَصصِرَااطَلمُستَقِۦۦۦۦم,MADD_SHORT,duration,the يي madd in ٱلْمُسْتَقِيمْ (stopping),Hold the madd only 2 counts instead of 4. TARGET: the يي madd in ٱلْمُسْتَقِيمْ (stopping). Everything else must be CORRECT.,1
103_001_ctrl_abdulbasit,103,1,al-Asr 1,وَٱلْعَصْرِ,وَلعَصر,CTRL_ABDULBASIT,control,-,Expert control from EveryAyah (Abdul_Basit_Murattal_192kbps). Not recorded by you.,0
103_001_ctrl_alafasy,103,1,al-Asr 1,وَٱلْعَصْرِ,وَلعَصر,CTRL_ALAFASY,control,-,Expert control from EveryAyah (Alafasy_128kbps). Not recorded by you.,0
103_001_ctrl_ayyoub,103,1,al-Asr 1,وَٱلْعَصْرِ,وَلعَصر,CTRL_AYYOUB,control,-,Expert control from EveryAyah (Muhammad_Ayyoub_128kbps). Not recorded by you.,0
103_001_ctrl_husary,103,1,al-Asr 1,وَٱلْعَصْرِ,وَلعَصر,CTRL_HUSARY,control,-,Expert control from EveryAyah (Husary_128kbps). Not recorded by you.,0
103_001_ctrl_minshawy,103,1,al-Asr 1,وَٱلْعَصْرِ,وَلعَصر,CTRL_MINSHAWY,control,-,Expert control from EveryAyah (Minshawy_Murattal_128kbps). Not recorded by you.,0
